Type,Id,Summary,Company,Product,First Approved (year),Week,Subsequent Approvals,Latency,Rejections (before first approval),Approved 1st time,Quarter,Rework Week,Rework Quarter,Rework Year,Adj Week,Adj Quarter,Adj Year
Change,CENPRO-3792,"Prod2 Change - School Loop: School Loop Product Suite: Move to a headless CMS with simple templates - 3792",Think3,School Loop,2019,26,0,77,0,Y,2,,,,26,2,2019
Rebuild,CENPRO-3925,"Prod2 Rebuild - Jive: Cloud: Use Aurora PostgreSQL - 3925",Aurea Jive,Jive,2019,27,0,79,0,Y,3,,,,27,3,2019
Change,CENPRO-4076,"Prod2 Change - DevFactory: DevSpaces: DevSpaces Sync Improvements - 4076",DevFactory,DevFactory,2019,30,0,93,0,Y,3,,,,30,3,2019
Rebuild,CENPRO-4099,"Prod2 Rebuild - SMS Masterminds: Engage: 5k rewrite for Engage - 4099",Aclate,SMS Masterminds,2019,28,0,77,0,Y,3,,,,28,3,2019
Technical Teardown,CENPRO-4146,"Prod2 Clone - Avolin: Knova: Knova Clone Spec - 4146",Avolin,Avolin,2019,30,0,88,0,Y,3,,,,30,3,2019
New,CENPRO-4179,"Prod2 New - Jive: PeopleGraph: API to power Org Chart ("Flow 1") - 4179",Aurea Jive,Jive,2019,31,0,92,0,Y,3,,,,31,3,2019
Change,CENPRO-4200,"Prod2 Change - Ignite: Firm58: Mutli-Currency Support - 4200",Ignite,Ignite,2019,29,1,76,0,Y,3,45,4,2019,45,4,2019
Change,CENPRO-4233,"Prod2 Change - Optiva: Optiva Charging Engine : OCE enhances (meet the SLAs and issues found during the P2 implementation) - 4233",Optiva,Optiva,2019,25,2,54,0,Y,2,2,1,2020,2,1,2020
Change,CENPRO-4235,"Prod2 Change - Optiva: Optiva Charging Engine: OCE release and packaging strategy - 4235",Optiva,Optiva,2019,34,1,114,0,Y,3,,,,34,3,2019
Rebuild,CENPRO-4285,"Prod2 Rebuild - BiznessApps: CMS, App Source Code: 5K Simplification of BiznessApps - 4285",Think3,Business Apps,2019,38,1,136,0,Y,3,,,,38,3,2019
New,CENPRO-4304,"Prod2 New - Jive: PeopleGraph: Import GSuite data - 4304",Aurea Jive,Jive,2019,28,0,63,0,Y,3,,,,28,3,2019
New,CENPRO-4305,"Prod2 New - Jive: PeopleGraph: Import Mattermost data - 4305",Aurea Jive,Jive,2019,31,0,84,0,Y,3,,,,31,3,2019
New,CENPRO-4306,"Prod2 New - Jive: PeopleGraph: Implement Sentiment Insight - 4306",Aurea Jive,Jive,2019,32,1,91,0,Y,3,,,,32,3,2019
New,CENPRO-4307,"Prod2 New - Jive: PeopleGraph: Follow in LinkedIn Clone",Aurea Jive,Jive,2019,34,1,109,0,Y,3,,,,34,3,2019
Roadmap,CENPRO-4312,"Prod2 Roadmap - Optiva: Orga: Orga Roadmap - 4312",Optiva,Optiva,2019,33,0,99,0,Y,3,,,,33,3,2019
Change,CENPRO-4344,"Prod2 Change - Business Apps: BiznessApps: Use AWS for push notifications - 4344",Think3,Business Apps,2019,28,0,62,0,Y,3,,,,28,3,2019
Technical Teardown,CENPRO-4360,"Prod2 Clone - DevFactory: CN Video service: CN Video Service - 4360",DevFactory,DevFactory,2019,30,0,76,0,Y,3,,,,30,3,2019
Rebuild,CENPRO-4596,"Prod2 Rebuild - Avolin: Service Gateway: Service Gateway clone spec - 4596",ZephyrTel,ZephyrTel,2019,37,0,114,0,Y,3,,,,37,3,2019
New,CENPRO-4633,"Prod2 New - Jive: PeopleGraph: Framework for Adding Enterprise and Insight Data - 4633",Aurea Jive,Jive,2019,28,1,47,0,Y,3,,,,28,3,2019
Roadmap,CENPRO-4734,"Prod2 Roadmap - Avolin: Onyx: Roadmap for Avolin - 4734",Avolin,Avolin,2019,35,0,89,0,Y,3,,,,35,3,2019
Change,CENPRO-4817,"Prod2 Change - Jive: Jive Cloud: Replace and enhance Jive video provider - 4817",Aurea Jive,Jive,2019,34,2,80,0,Y,3,20,2,2020,20,2,2020
Roadmap,CENPRO-4819,"Prod2 Roadmap - aLine: CodeFix: Roadmap for CodeFix - 4819",DevFactory,aLine,2019,27,0,27,0,Y,3,,,,27,3,2019
Technical Teardown,CENPRO-4931,"Prod2 Clone - DevFactory: DevSpaces: CNU project DevSpaces on Google Cloud - 4931",DevFactory,DevFactory,2019,36,0,82,0,Y,3,,,,36,3,2019
Rebuild,CENPRO-4976,"Prod2 Rebuild - VoltDelta: Oasis, 360: re-build the VoltDelta portfolio (Oasis and 360) into an AWS offering - 4976",ZephyrTel,VoltDelta,2019,43,1,125,0,Y,4,,,,43,4,2019
Change,CENPRO-4988,"Prod2 Change - DevFactory: CodeServer/CodeCache: Ensure CodeServer/CodeCache work with GitLab in a customer AWS account - 4988",DevFactory,DevFactory,2019,29,0,27,0,Y,3,,,,29,3,2019
Technical Teardown,CENPRO-5021,"Prod2 Clone - Jive: Jive Extension Pack: Jive Extension Pack add-ons and middleware - 5021",Aurea Jive,Jive,2019,37,0,84,0,Y,3,,,,37,3,2019
Change,CENPRO-5069,"Prod2 Change - Sococo: Sococo: Presence API spec - 5069",Crossover,Sococo,2019,31,0,35,0,Y,3,,,,31,3,2019
Change,CENPRO-5070,"Prod2 Change - Sococo: Sococo: Integration API for video/chat - 5070",Crossover,Sococo,2019,29,1,20,0,Y,3,5,1,2020,5,1,2020
Change,CENPRO-5078,"Prod2 Change - Sococo: Sococo: Replace ObjectRocket Mongo and Redis with AWS equivalents - 5078",Crossover,Sococo,2019,27,0,6,0,Y,3,,,,27,3,2019
Change,CENPRO-5085,"Prod2 Change - Optiva: Optiva Charging Engine : Modernize Context Manager - 5085",Optiva,Optiva,2019,38,0,82,0,Y,3,,,,38,3,2019
Technical Teardown,CENPRO-5094,"Prod2 Clone - CNU: ACRM Next-gen: CloudCRM sync plugins - CloudCRM - 5094",DevFactory,CNU,2019,37,0,78,0,Y,3,,,,37,3,2019
Technical Teardown,CENPRO-5095,"Prod2 Clone - CNU: CloudTicketing: JIRA clone sync plugin - 5095",DevFactory,CNU,2019,37,0,75,0,Y,3,,,,37,3,2019
Technical Teardown,CENPRO-5096,"Prod2 Clone - CNU: Cloud CRM Next-gen: Aurea sync plugin - 5096",DevFactory,CNU,2019,31,0,34,0,Y,3,,,,31,3,2019
Technical Teardown,CENPRO-5097,"Prod2 Clone - CNU: Cloud CRM NextGen: Onyx Sync Plugin - 5097",DevFactory,CNU,2019,31,0,34,0,Y,3,,,,31,3,2019
Technical Teardown,CENPRO-5118,"Prod2 Clone - CNU: Meltwater: Meltwater Product Clone - 5118",DevFactory,CNU,2019,40,0,96,0,Y,4,,,,40,4,2019
Rebuild,CENPRO-5137,"Prod2 Rebuild - Other: Upland: 5K for ComSci on AWS - 5137",DevFactory,DevFactory,2019,33,2,47,0,Y,3,8,1,2020,8,1,2020
Rebuild,CENPRO-5138,"Prod2 Rebuild - Other: Upland: 5K for ComSci on Azure - 5138",DevFactory,DevFactory,2019,37,0,74,0,Y,3,,,,37,3,2019
Change,CENPRO-5176,"Prod2 Change - DevFactory: CodeFix: Query CodeServer for Insights - 5176",DevFactory,DevFactory,2019,28,0,5,0,Y,3,,,,28,3,2019
Change,CENPRO-5234,"Prod2 Change - Ignite: Chute: Leverage CNU Cognition to identify relevant brands and landmarks",Ignite,Ignite,2019,39,0,78,0,Y,3,,,,39,3,2019
Rebuild,CENPRO-5237,"Prod2 Rebuild - Ignite: Meltwater: Rebuild spec for BusinessGraph Platform - 5237",Aurea Enterprise,Ignite,2020,6,0,209,0,Y,1,,,,6,1,2020
Roadmap,CENPRO-5264,"Prod2 Roadmap - Jive: Jive Cloud: Jive Cloud Roadmap reiteration Q3 2019 - 5264",Aurea Jive,Jive,2019,29,0,6,0,Y,3,,,,29,3,2019
Roadmap,CENPRO-5309,"Prod2 Roadmap - Optiva: ORMS (TCB): ORMS Technical Roadmap (FY20 Refresh) - 5309",Optiva,Optiva,2019,31,0,18,0,Y,3,,,,31,3,2019
Change,CENPRO-5314,"Prod2 Change - Optiva: OCE: GDPR compliance for the OCE  - 5314",Optiva,Optiva,2019,34,0,42,0,Y,3,,,,34,3,2019
New,CENPRO-5323,"Prod2 New - Dynamic Owl: Bonzai Intranet: Rebuild Bonzai to support SharePoint Modern - 5323",Aurea Enterprise,Dynamic Owl,2019,34,0,41,0,Y,3,,,,34,3,2019
New,CENPRO-5325,"Prod2 New - DF 3rd Party: CloudHelpDesk: Zendesk ODM & implementation using the Open Apps Platform - 5325",DevFactory,DF 3rd Party,2020,26,0,345,0,Y,2,,,,26,2,2020
Technical Teardown,CENPRO-5330,"Prod2 Clone - CNU: Other: Improving the productivity of the HUT (Handcrafted unit testing) team - 5330",DevFactory,CNU,2019,35,0,43,0,Y,3,,,,35,3,2019
Technical Teardown,CENPRO-5331,"Prod2 Clone - CNU: Other: VideoService Sample Usage App - 5331",DevFactory,CNU,2019,38,0,64,0,Y,3,,,,38,3,2019
Rebuild,CENPRO-5366,"Prod2 Rebuild - Infer: Infer: Infer rebuild spec - 5366",Ignite,Infer,2019,37,0,55,0,Y,3,,,,37,3,2019
Technical Teardown,CENPRO-5371,"Prod2 Clone - CNU: CodeGraph: CodeGraph V4 clone - 5371",DevFactory,CNU,2019,39,0,71,0,Y,3,,,,39,3,2019
New,CENPRO-5438,"Prod2 New - PeerApp: PeerApp Ultraband: Open Caching - 5438",ZephyrTel,PeerApp,2019,43,0,89,0,Y,4,,,,43,4,2019
Change,CENPRO-5441,"Prod2 Change - OneSCM: OneSCM Enterprise: Forward Documents in Task List to Other Users - 5441",Aclate,OneSCM,2019,43,0,88,0,Y,4,,,,43,4,2019
Change,CENPRO-5447,"Prod2 Change - Ignite: Chute: Restore legacy functionality - 5447",Ignite,Ignite,2019,37,1,48,0,Y,3,51,4,2019,51,4,2019
Change,CENPRO-5599,"Prod2 Change - Optiva: ORMS (TCB): ORMS - Roadmap Phase 1: Azure Lift and Shift - 5599",Optiva,Optiva,2019,37,3,37,0,Y,3,,,,37,3,2019
Change,CENPRO-5609,"Prod2 Change - Optiva: OCE: Platform DB in GCP - 5609",Optiva,Optiva,2019,36,0,27,0,Y,3,,,,36,3,2019
Change,CENPRO-5610,"Prod2 Change - Optiva: OCE: Kubernetes-based scaling - 5610",Optiva,Optiva,2019,36,1,27,0,Y,3,,,,36,3,2019
Change,CENPRO-5611,"Prod2 Change - Optiva: OCE: Proper Kubernetes Usage - 5611",Optiva,Optiva,2019,36,0,27,0,Y,3,,,,36,3,2019
Company Technical Teardown,CENPRO-5625,"Prod2 Company Technical Teardown - Other: Aspira: Aspira - 5625",Other,Other,2019,35,0,20,0,Y,3,,,,35,3,2019
Roadmap,CENPRO-5638,"Prod2 - DevFactory: CRM: CRM Open Data Model Strategy 1-pager - 5638",DevFactory,DevFactory,2019,33,0,4,0,Y,3,,,,33,3,2019
Technical Teardown,CENPRO-5666,"Prod2 Technical Teardown - Other: Aspira: Aspira One - 5666",Other,Other,2019,39,0,48,0,Y,3,,,,39,3,2019
Technical Teardown,CENPRO-5668,"Prod2 Technical Teardown - Other: Aspira: Aspira Focus - 5668",Other,Other,2019,39,0,48,0,Y,3,,,,39,3,2019
Technical Teardown,CENPRO-5669,"Prod2 Technical Teardown - Other: Aspira: Aspira Astra - 5669",Other,Other,2019,36,0,21,0,Y,3,,,,36,3,2019
New,CENPRO-5684,"Prod2 New - Jive: People Graph: Extend UI & API to show Insights - 5684",Aurea Jive,Jive,2019,39,0,47,0,Y,3,,,,39,3,2019
New,CENPRO-5685,"Prod2 New - Jive: People Graph: Implement Simple Insight Algorithms - 5685",Aurea Jive,Jive,2019,40,0,47,0,Y,4,,,,40,4,2019
New,CENPRO-5686,"Prod2 New - Jive: People Graph: Simple first version of Attrition Insight - 5686",Aurea Jive,Jive,2020,12,0,216,0,Y,1,,,,12,1,2020
Roadmap,CENPRO-5706,"Prod2 Roadmap - DevFactory: DevSpaces BE: P3 for how we can leverage DevSpace.cloud - 5706",DevFactory,DevFactory,2019,41,0,54,0,Y,4,,,,41,4,2019
Company Technical Teardown,CENPRO-5715,"Prod2 Company Technical Teardown - OneSpot: OneSpot: OneSpot Company Wide Spec - 5715",Aclate,OneSpot,2019,35,0,12,0,Y,3,,,,35,3,2019
Technical Teardown,CENPRO-5743,"Prod2 Technical Teardown - OneSpot: OneSpot: OneSpot - 5743",Aclate,OneSpot,2019,36,0,15,0,Y,3,,,,36,3,2019
Change,CENPRO-5745,"Prod2 Change - Crossover: XO.Clients: Analyse behavior to continuously authenticate users - 5745",Crossover,Crossover,2019,39,0,38,0,Y,3,,,,39,3,2019
Company Technical Teardown,CENPRO-5757,"Prod2 Company Level Clone - Accuris: Accuris Company Level Clone Spec - 5757",ZephyrTel,Accuris,2019,38,0,27,0,Y,3,,,,38,3,2019
Change,CENPRO-5760,"Prod2 Change - Ignite: Other: Upgrade db key fields to BigInt - 5760",Ignite,Ignite,2019,41,0,49,0,Y,4,,,,41,4,2019
Change,CENPRO-5781,"Prod2 Change - Exinda: Network Orchestrator: ExOS Upgrade of 3rd Party Components - 5781",Aurea SMB,Exinda,2019,40,1,39,0,Y,4,10,1,2020,10,1,2020
New,CENPRO-5827,"Prod2 New - Jive: People Graph: Add Creation of Explicit Two-Way Relationships to the LinkedIn Clone - 5827",Aurea Jive,Jive,2019,40,0,34,0,Y,4,,,,40,4,2019
Technical Teardown,CENPRO-5932,"Prod2 Clone - CNU: WS NextGen: WSNextGen Tagging Clone Spec - 5932",DevFactory,CNU,2019,43,0,49,0,Y,4,,,,43,4,2019
Change,CENPRO-5933,"Prod2 Change - CNU: WS NextGen: Categorize and Add New Insights - 5933",DevFactory,CNU,2020,5,0,146,0,Y,1,,,,5,1,2020
Roadmap,CENPRO-6033,"Prod2 Roadmap - DF 3rd Party: PeopleGraph: PeopleGraph - Findings & Next Steps from AWS Data Lab - Sep 2019 - 6033",DevFactory,DF 3rd Party,2019,38,0,5,0,Y,3,,,,38,3,2019
Technical Teardown,CENPRO-6068,"Prod2 Clone - Accuris: eServer clone spec - 6068",ZephyrTel,Accuris,2019,40,0,20,0,Y,4,,,,40,4,2019
Technical Teardown,CENPRO-6069,"Prod2 Clone - Accuris: eAnalytics Clone spec - 6069",ZephyrTel,Accuris,2019,40,0,20,0,Y,4,,,,40,4,2019
Company Technical Teardown,CENPRO-6070,"Prod2 Company Level Clone - Other: Other: Zumobi Company Clone Spec - 6070",Aclate,Other,2019,39,0,18,0,Y,3,,,,39,3,2019
Technical Teardown,CENPRO-6143,"Prod2 Clone - Accuris: eClient clone spec - 6143",ZephyrTel,Accuris,2019,40,0,14,0,Y,4,,,,40,4,2019
New,CENPRO-6201,"Prod2 New - Optiva: OCE: OCE - Migration Tool Strategy - 6201",Optiva,Optiva,2020,5,0,129,0,Y,1,,,,5,1,2020
Technical Teardown,CENPRO-6209,"Prod2 Clone - Crossover: Other: Core XO Data Structure - 6209",Crossover,Crossover,2019,47,0,59,0,Y,4,,,,47,4,2019
Change,CENPRO-6210,"Prod2 Change - Optiva: OCE: VIL OCE Generic Handling for PCRF - 6210",Optiva,Optiva,2019,43,0,30,0,Y,4,,,,43,4,2019
Change,CENPRO-6213,"Prod2 Change - Optiva: OCE: SW Upgrade for Unified Charging and PCS - 6213",Optiva,Optiva,2019,48,1,65,0,Y,4,,,,48,4,2019
Change,CENPRO-6216,"Prod2 Change - Optiva: OCE: Customisation & Event History (OCE on GCP Project) - 6216",Optiva,Optiva,2020,16,0,205,0,Y,2,,,,16,2,2020
Technical Teardown,CENPRO-6280,"Prod2 Clone - Other: Other: Clone spec for Microzine (Zumobi) - 6280",Aclate,Other,2019,40,0,8,0,Y,4,,,,40,4,2019
Company Technical Teardown,CENPRO-6299,"Prod2 Company Technical Teardown - StreetSmart: StreetSmart: StreetSmart Company Level Clone Spec - 6299",Avolin,StreetSmart,2019,41,0,13,0,Y,4,,,,41,4,2019
Change,CENPRO-6311,"Prod2 Change - Optiva: ORMS (TCB): ORMS Java 8 OEM Refresh - 6311",Optiva,Optiva,2019,44,0,32,0,Y,4,,,,44,4,2019
Change,CENPRO-6312,"Prod2 Change - Optiva: ORMS (TCB): ORMS SCL-V OEM Stack Refresh - 6312",Optiva,Optiva,2019,51,0,82,0,Y,4,,,,51,4,2019
Playbook,CENPRO-6330,"Prod2 Playbook - DevFactory: Central Process: Full Text Search - 6330",DevFactory,DevFactory,2019,45,0,39,0,Y,4,,,,45,4,2019
Company Technical Teardown,CENPRO-6333,"Prod2 Company Level Clone - Other: Other: Advicent Clone Spec - 6333",Other,Other,2019,41,0,11,0,Y,4,,,,41,4,2019
Change,CENPRO-6344,"Prod2 Change - Jive: Jive Cloud: Decouple Jive Cloud Codebase - 6344",Aurea Jive,Jive,2019,41,0,11,0,Y,4,,,,41,4,2019
Technical Teardown,CENPRO-6392,"Prod2 Technical Teardown - StreetSmart: StreetSmart: StreetSmart Mobile - 6392",Avolin,StreetSmart,2019,42,0,14,0,Y,4,,,,42,4,2019
Technical Teardown,CENPRO-6433,"Prod2 Clone - Accuris: eServer: eAAA Clone - 6433",ZephyrTel,Accuris,2019,43,0,18,0,Y,4,,,,43,4,2019
Technical Teardown,CENPRO-6434,"Prod2 Clone - Accuris: eServer: eNAC Clone - 6434",ZephyrTel,Accuris,2019,48,0,53,0,Y,4,,,,48,4,2019
Technical Teardown,CENPRO-6436,"Prod2 Clone - Accuris: eServer: WiFi Server Clone - 6436",ZephyrTel,Accuris,2019,42,0,11,0,Y,4,,,,42,4,2019
Technical Teardown,CENPRO-6438,"Prod2 Clone - Accuris: eServer: Roaming Server clone - 6438",ZephyrTel,Accuris,2019,44,0,25,0,Y,4,,,,44,4,2019
Change,CENPRO-6453,"Prod2 Change - DevFactory: CloudCRM: UI for Cloud CRM  - 6453",DevFactory,DevFactory,2020,30,0,290,0,Y,3,,,,30,3,2020
Change,CENPRO-6459,"Prod2 Change - DevFactory: CloudCRM: CloudCRM: Salesforce.com Sync Plugin - 6459",DevFactory,DevFactory,2020,29,0,283,0,Y,3,,,,29,3,2020
Technical Teardown,CENPRO-6474,"Prod2 Technical Teardown - CNU: Other: Call Coach Real-Time Call Quality Bar - 6474",DevFactory,CNU,2020,28,0,277,0,Y,3,,,,28,3,2020
Technical Teardown,CENPRO-6475,"Prod2 Clone - CNU: Other: Functional Test Quality Bar Automation - 6475",DevFactory,CNU,2019,51,0,73,0,Y,4,,,,51,4,2019
Change,CENPRO-6477,"Prod2 Change - Optiva: ORMS (TCB): ORMS - Roadmap Phase 3: Dynamics CRM 2011 Replacement - 6477",Optiva,Optiva,2020,9,0,143,0,Y,1,,,,9,1,2020
Technical Teardown,CENPRO-6482,"Prod2 Technical Teardown - CNU: ACRM Next-gen: Pivotal Sync plugin for Cloud CRM - 6482",DevFactory,CNU,2019,46,0,38,0,Y,4,,,,46,4,2019
Roadmap,CENPRO-6506,"Prod2 Roadmap - Optiva: OCE: OCE: Roadmap Update for Phase 2(Anthos) & Phase 3(Simplifications)  - 6506",Optiva,Optiva,2019,45,1,28,0,Y,4,,,,45,4,2019
Change,CENPRO-6508,"Prod2 Change - Optiva: OCE: Offer Manager(ngOM) - Replace Oracle RAC in GCP deployments - 6508",Optiva,Optiva,2020,16,0,188,0,Y,2,,,,16,2,2020
Roadmap,CENPRO-6532,"Prod2 Roadmap - Crossover: XO.HireManage: Crossover as the Remote Work Platform - 6532",Crossover,Crossover,2020,37,0,337,0,Y,3,,,,37,3,2020
New,CENPRO-6533,"Prod2 New - DevFactory: Jira: JIRA ODM & Implementation using the Open Apps Platform - 6533",DevFactory,DevFactory,2020,13,1,166,0,Y,1,,,,13,1,2020
Technical Teardown,CENPRO-6553,"Prod2 Clone - Prologic: Prologic: Prologic Clone - 6553",Ignite,Prologic,2020,5,0,110,0,Y,1,,,,5,1,2020
Roadmap,CENPRO-6650,"Prod2 Roadmap - Optiva: OCE: Vision Document - 6650",Optiva,Optiva,2019,44,0,13,0,Y,4,,,,44,4,2019
Technical Teardown,CENPRO-6663,"Prod2 Clone - Other: Other: Upland CloudFax platform Clone Spec - 6663",DevFactory,DevFactory,2019,46,0,27,0,Y,4,,,,46,4,2019
Rebuild,CENPRO-6664,"Prod2 Rebuild - Other: Other: Upland CloudFax platform 5K Rebuild - 6664",DevFactory,DevFactory,2019,48,0,41,0,Y,4,,,,48,4,2019
Rebuild,CENPRO-6665,"Prod2 Rebuild - NewNet: InvigorateX: InvigorateX Rebuild on AWS - 6665",ZephyrTel,NewNet,2019,52,0,70,0,Y,4,,,,52,4,2019
Cost Optimization,CENPRO-6710,"Prod2 Cost Optimization - DevFactory: Cloud Management: CloudAbility - Cloud Cost Management Platform - 6710",DevFactory,DevFactory,2019,50,0,55,0,Y,4,,,,50,4,2019
Technical Teardown,CENPRO-6712,"Prod2 Clone - DevFactory: Cloud Management: CloudConformity - Cloud Continuous Assurance - 6712",DevFactory,DevFactory,2020,3,0,87,0,Y,1,,,,3,1,2020
Cost Optimization,CENPRO-6713,"Prod2 Cost Optimization - DevFactory: Cloud Management: CloudWiry - Cloud Management and Cost Reduction Platform - 6713",DevFactory,DevFactory,2020,2,0,80,0,Y,1,,,,2,1,2020
Technical Teardown,CENPRO-6723,"Prod2 Clone - DevFactory: Cloud Management: Beam by Nutanix - Minimize Cloud Costs and Security Risks - 6723",DevFactory,DevFactory,2020,3,0,87,0,Y,1,,,,3,1,2020
Technical Teardown,CENPRO-6724,"Prod2 Clone - DevFactory: Cloud Management: CloudCheckr - Cloud Management - 6724",DevFactory,DevFactory,2020,6,0,108,0,Y,1,,,,6,1,2020
Technical Teardown,CENPRO-6756,"Prod2 Clone - CNU: WS NextGen - Tag Analysis, Comparison & Insights - 6756",DevFactory,CNU,2020,2,0,77,0,Y,1,,,,2,1,2020
Rebuild,CENPRO-6777,"Prod2 Rebuild - PeerApp: PeerApp Ultraband: 5k Rewrite - 6777",ZephyrTel,PeerApp,2020,34,0,299,0,Y,3,,,,34,3,2020
Technical Teardown,CENPRO-6798,"Prod2 Clone - CNU: CodeGraph: CodeGraph v5 - 6798",DevFactory,CNU,2020,3,0,82,0,Y,1,,,,3,1,2020
Technical Teardown,CENPRO-6800,"Prod2 Clone - CNU: CodeGraph: CAP Clone - 6800",DevFactory,CNU,2019,50,0,48,0,Y,4,,,,50,4,2019
Roadmap,CENPRO-6809,"Prod2 Roadmap - DevFactory: DevSpaces BE: Findings from Devspace.cloud POCs - 6809",DevFactory,DevFactory,2019,46,0,22,0,Y,4,,,,46,4,2019
Technical Teardown,CENPRO-6882,"Prod2 Clone - CNU: Other: AutoFix Null Pointer Exceptions - 6882",DevFactory,CNU,2020,7,0,105,0,Y,1,,,,7,1,2020
Technical Teardown,CENPRO-6883,"Prod2 Clone - CNU: Other: AutoFix Resource Leaks - 6883",DevFactory,CNU,2019,49,0,41,0,Y,4,,,,49,4,2019
Technical Teardown,CENPRO-6884,"Prod2 Clone - CNU: Other: AutoFix Exact Duplicate Code - 6884",DevFactory,CNU,2020,4,0,86,0,Y,1,,,,4,1,2020
Technical Teardown,CENPRO-6904,"Prod2 Technical Teardown - CNU: Other: Integration Hub Technical Teardown spec - 6904",DevFactory,CNU,2020,18,0,180,0,Y,2,,,,18,2,2020
Technical Teardown,CENPRO-6912,"Prod2 Clone - CNU: Other: DevHub IQB Finder, Fixer and onboard YAML generator - 6912",DevFactory,CNU,2019,51,0,47,0,Y,4,,,,51,4,2019
Technical Teardown,CENPRO-6913,"Prod2 Clone - CNU: Other: Workstations for Software Assembly Lines - 6913",DevFactory,CNU,2019,49,0,39,0,Y,4,,,,49,4,2019
Playbook,CENPRO-6921,"Prod2 Playbook - DevFactory: Central Process: Simple ETL for Database & API-based Products - 6921",DevFactory,DevFactory,2020,16,0,165,0,Y,2,,,,16,2,2020
Technical Teardown,CENPRO-6942,"Prod2 Clone - Optiva: Unified Payments: Legacy eFill Clone - 6942",Optiva,Optiva,2019,48,0,26,0,Y,4,,,,48,4,2019
Technical Teardown,CENPRO-6958,"Prod2 Clone - CNU: Other: Clone of InfraGraph - 6958",DevFactory,CNU,2019,46,0,11,0,Y,4,,,,46,4,2019
Rebuild,CENPRO-6966,"Prod2 Rebuild - Ignite: Meltwater: Financial Industry Business Ontology - 6966",Aurea Enterprise,Ignite,2020,5,1,87,0,Y,1,26,2,2021,26,2,2021
Technical Teardown,CENPRO-7041,"Prod2 Technical Teardown - FirstRain: FirstRain: DnB Business Graph Clone Spec - 7041",Ignite,FirstRain,2020,4,0,77,0,Y,1,,,,4,1,2020
Change,CENPRO-7073,"Prod2 Change - Ignite: BusinessGraph: Enrich BusinessGraph with new AWS data exchange - 7073",Aurea Enterprise,Ignite,2020,21,0,192,0,Y,2,,,,21,2,2020
Technical Teardown,CENPRO-7102,"Prod2 Clone - Optiva: OCE: Offer Manager (ngOM) Clone - 7102",Optiva,Optiva,2020,3,0,66,0,Y,1,,,,3,1,2020
Change,CENPRO-7146,"Prod2 Change - DF 3rd Party: CloudHelpDesk: CloudHelpDesk MVP - 7146",DevFactory,DF 3rd Party,2020,39,0,313,0,Y,3,,,,39,3,2020
Change,CENPRO-7147,"Prod2 Change - DevFactory: CloudTicketing: CloudTicketing MVP - 7147",DevFactory,DevFactory,2020,37,0,299,0,Y,3,,,,37,3,2020
Technical Teardown,CENPRO-7148,"Prod2 Clone - DevFactory: CloudOutboundMarketing: MailChimp Clone - 7148",DevFactory,DevFactory,2020,6,0,82,0,Y,1,,,,6,1,2020
Change,CENPRO-7166,"Prod2 Change - DevFactory: CloudOutboundMarketing: MVP Application - 7166",DevFactory,DevFactory,2020,29,1,242,0,Y,3,15,2,2021,15,2,2021
Technical Teardown,CENPRO-7167,"Prod2 Clone - DevFactory: CloudFieldService: Salesforce.com Field Service Clone - 7167",DevFactory,DevFactory,2019,49,0,25,0,Y,4,,,,49,4,2019
New,CENPRO-7168,"Prod2 New - DevFactory: CloudFieldService: CloudFieldService ODM - 7168",DevFactory,DevFactory,2020,29,0,242,0,Y,3,,,,29,3,2020
Technical Teardown,CENPRO-7180,"Prod2 Clone - DevFactory: Other: WordPress.com Clone - 7180",DevFactory,DevFactory,2019,52,0,40,0,Y,4,,,,52,4,2019
Change,CENPRO-7183,"Prod2 Change - DF 3rd Party: CloudCMS: MVP Application - 7183",DevFactory,DF 3rd Party,2021,13,0,502,0,Y,1,,,,13,1,2021
Change,CENPRO-7196,"Prod2 Change - DevFactory: PeopleGraph: LinkedIn Scraper - 7196",DevFactory,DevFactory,2020,35,0,284,0,Y,3,,,,35,3,2020
Playbook,CENPRO-7209,"Prod2 Playbook - DevFactory: Central Process: Playbook for ETL and SQL Analytics - 7209",DevFactory,DevFactory,2020,3,0,60,0,Y,1,,,,3,1,2020
Change,CENPRO-7215,"Prod2 Change - Avolin: Onyx: CloudCRM sync adapter for Onyx - 7215",Avolin,Avolin,2020,52,0,402,0,Y,4,,,,52,4,2020
Technical Teardown,CENPRO-7282,"Prod2 Clone - DevFactory: CloudTicketing: JIRA Clone - 7282",DevFactory,DevFactory,2020,3,0,56,0,Y,1,,,,3,1,2020
Change,CENPRO-7288,"Prod2 Change - Sensage: Sensage: Update Windows Retriever Data Collector - 7288",Ignite,Sensage,2019,50,0,20,0,Y,4,,,,50,4,2019
Technical Teardown,CENPRO-7291,"Prod2 Clone - DevFactory: CloudHelpDesk: ZenDesk Clone - 7291",DevFactory,DevFactory,2020,6,0,76,0,Y,1,,,,6,1,2020
Technical Teardown,CENPRO-7297,"Prod2 Clone - Crossover: Other: Competitive Clone Spec: Boast & Magnifi - 7297",Crossover,Crossover,2019,49,0,15,0,Y,4,,,,49,4,2019
New,CENPRO-7405,"Prod2 New - Avolin: Pivotal: Avolin CX (Cloud CRM) Mobile app - 7405",Avolin,Avolin,2020,34,0,269,0,Y,3,,,,34,3,2020
